<DATE>,<TIME>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOLUME>
2018-11-12,0,92.8,92.8,92.8,92.8,
2018-11-13,0,91.45,91.45,91.45,91.45,
2018-11-14,0,90.3,90.3,90.3,90.3,0.04K
2018-11-15,0,90.1,90.1,90.1,90.1,0.03K
2018-11-16,0,89.6,89.6,89.6,89.6,
2018-11-19,0,88.8,88.8,88.8,88.8,0.03K
2018-11-20,0,88.15,88.15,88.15,88.15,0.01K
2018-11-21,0,88.05,88.05,88.05,88.05,
2018-11-23,0,88.25,88.25,88.25,88.25,0.02K
2018-11-26,0,88.35,88.35,88.35,88.35,0.02K
2018-11-27,0,88.4,88.4,88.4,88.4,
2018-11-28,0,88.4,88.4,88.4,88.4,
2018-11-29,0,88.45,88.45,88.45,88.45,
2018-11-30,0,88.5,88.5,88.5,88.5,
2018-12-03,0,85.65,85.65,85.65,85.65,0.07K
2018-12-04,0,85.85,85.85,85.85,85.85,0.01K
2018-12-05,0,86.25,86.25,86.25,86.25,
2018-12-06,0,86.5,86.5,86.5,86.5,
2018-12-07,0,86.55,86.55,86.55,86.55,0.01K
2018-12-10,0,86.55,86.55,86.55,86.55,0.02K
2018-12-11,0,86.95,86.95,86.95,86.95,0.01K
2018-12-12,0,87.7,87.7,87.7,87.7,0.04K
2018-12-13,0,87.9,87.9,87.9,87.9,
2018-12-14,0,88.5,88.5,88.5,88.5,
2018-12-17,0,88.85,88.85,88.85,88.85,
2018-12-18,0,88.45,88.45,88.45,88.45,0.04K
2018-12-19,0,88.4,88.4,88.4,88.4,0.02K
2018-12-20,0,88.25,88.25,88.25,88.25,
2018-12-21,0,88.05,88.05,88.05,88.05,
2018-12-24,0,88.05,88.05,88.05,88.05,
2018-12-26,0,88.05,88.05,88.05,88.05,
2018-12-27,0,87.65,87.65,87.65,87.65,
2018-12-28,0,87.45,87.45,87.45,87.45,
2018-12-31,0,86.65,86.65,86.65,86.65,
2019-01-02,0,85.45,85.45,85.45,85.45,0.03K
2019-01-03,0,83.7,83.7,83.7,83.7,0.04K
2019-01-04,0,83.35,83.35,83.35,83.35,0.05K
2019-01-07,0,81.6,81.6,81.6,81.6,0.02K
2019-01-08,0,82.15,82.15,82.15,82.15,0.08K
2019-01-09,0,82.15,82.15,82.15,82.15,0.03K
2019-01-10,0,82.3,82.3,82.3,82.3,0.15K
2019-01-11,0,82.55,82.55,82.55,82.55,0.01K
2019-01-14,0,82.0,82.0,82.0,82.0,0.12K
2019-01-15,0,82.5,82.5,82.5,82.5,0.03K
2019-01-16,0,83.0,83.0,83.0,83.0,0.03K
2019-01-17,0,83.4,83.4,83.4,83.4,0.02K
2019-01-18,0,83.2,83.2,83.2,83.2,0.03K
2019-01-22,0,82.0,82.0,82.0,82.0,0.04K
2019-01-23,0,82.0,82.0,82.0,82.0,
2019-01-24,0,81.85,81.85,81.85,81.85,
2019-01-25,0,81.8,81.8,81.8,81.8,0.00K
2019-01-28,0,79.0,79.0,79.0,79.0,0.01K
2019-01-29,0,79.75,79.75,79.75,79.75,0.07K
2019-01-30,0,79.95,79.95,79.95,79.95,0.02K
2019-01-31,0,79.15,79.15,79.15,79.15,0.55K
2019-02-01,0,77.5,77.5,77.5,77.5,0.01K
2019-02-04,0,76.6,76.6,76.6,76.6,
2019-02-05,0,75.65,75.65,75.65,75.65,
2019-02-06,0,76.1,76.1,76.1,76.1,
2019-02-07,0,75.2,75.2,75.2,75.2,0.10K
2019-02-08,0,74.15,74.15,74.15,74.15,
2019-02-11,0,73.6,73.6,73.6,73.6,0.01K
2019-02-12,0,73.3,73.3,73.3,73.3,0.03K
2019-02-13,0,74.0,74.0,74.0,74.0,
2019-02-14,0,73.85,73.85,73.85,73.85,
2019-02-15,0,74.15,74.15,74.15,74.15,
2019-02-19,0,74.15,74.15,74.15,74.15,
2019-02-20,0,74.35,74.35,74.35,74.35,
2019-02-21,0,74.25,74.25,74.25,74.25,
2019-02-22,0,74.45,74.45,74.45,74.45,
2019-02-25,0,73.4,73.4,73.4,73.4,0.15K
2019-02-26,0,74.05,74.05,74.05,74.05,0.12K
2019-02-27,0,75.25,75.25,75.25,75.25,0.02K
2019-02-28,0,75.0,75.0,75.0,75.0,0.04K
2019-03-01,0,74.7,74.7,74.7,74.7,0.02K
2019-03-04,0,75.25,75.25,75.25,75.25,
2019-03-05,0,74.5,74.5,74.5,74.5,0.11K
2019-03-06,0,73.6,73.6,73.6,73.6,0.07K
2019-03-07,0,73.25,73.25,73.25,73.25,
2019-03-08,0,72.35,72.35,72.35,72.35,0.04K
2019-03-11,0,72.4,72.4,72.4,72.4,
2019-03-12,0,72.65,72.65,72.65,72.65,0.01K
2019-03-13,0,71.8,71.8,71.8,71.8,0.01K
2019-03-14,0,72.0,72.0,72.0,72.0,0.01K
2019-03-15,0,71.45,71.45,71.45,71.45,
2019-03-18,0,71.45,71.45,71.45,71.45,
2019-03-19,0,71.25,71.25,71.25,71.25,0.01K
2019-03-20,0,71.2,71.2,71.2,71.2,
2019-03-21,0,70.9,70.9,70.9,70.9,
2019-03-22,0,70.75,70.75,70.75,70.75,
2019-03-25,0,70.7,70.7,70.7,70.7,
2019-03-26,0,70.4,70.4,70.4,70.4,
2019-03-27,0,70.15,70.15,70.15,70.15,
2019-03-28,0,70.25,70.25,70.25,70.25,
2019-03-29,0,69.55,69.55,69.55,69.55,
2019-04-01,0,58.75,58.75,58.75,58.75,0.05K
2019-04-02,0,56.35,56.35,56.35,56.35,0.08K
2019-04-03,0,54.7,54.7,54.7,54.7,0.28K
2019-04-04,0,56.15,56.15,56.15,56.15,0.05K
2019-04-05,0,57.0,57.0,57.0,57.0,0.05K
2019-04-08,0,58.7,58.7,58.7,58.7,0.01K
2019-04-09,0,59.05,59.05,59.05,59.05,
2019-04-10,0,59.65,59.65,59.65,59.65,0.08K
2019-04-11,0,59.75,59.75,59.75,59.75,0.02K
2019-04-12,0,59.75,59.75,59.75,59.75,
2019-04-15,0,59.4,59.4,59.4,59.4,0.06K
2019-04-16,0,59.4,59.4,59.4,59.4,
2019-04-17,0,59.7,59.7,59.7,59.7,
2019-04-18,0,59.5,59.5,59.5,59.5,
2019-04-22,0,59.5,59.5,59.5,59.5,
2019-04-23,0,59.6,59.6,59.6,59.6,
2019-04-24,0,59.35,59.35,59.35,59.35,
2019-04-25,0,59.4,59.4,59.4,59.4,
2019-04-26,0,58.3,58.3,58.3,58.3,
2019-04-29,0,59.0,59.0,59.0,59.0,0.03K
2019-04-30,0,59.0,59.0,59.0,59.0,0.14K
2019-05-01,0,58.5,58.5,58.5,58.5,0.01K
2019-05-02,0,59.35,59.35,59.35,59.35,0.12K
2019-05-03,0,60.85,60.85,60.85,60.85,0.09K
2019-05-06,0,60.85,60.85,60.85,60.85,
2019-05-07,0,59.95,59.95,59.95,59.95,0.10K
2019-05-08,0,60.4,60.4,60.4,60.4,0.03K
2019-05-09,0,59.2,59.2,59.2,59.2,
2019-05-10,0,59.25,59.25,59.25,59.25,
2019-05-13,0,58.45,58.45,58.45,58.45,0.01K
2019-05-14,0,59.25,59.25,59.25,59.25,0.13K
2019-05-15,0,58.9,58.9,58.9,58.9,
2019-05-16,0,58.45,58.45,58.45,58.45,
2019-05-17,0,58.4,58.4,58.4,58.4,0.02K
2019-05-20,0,58.2,58.2,58.2,58.2,
2019-05-21,0,58.2,58.2,58.2,58.2,0.01K
2019-05-22,0,58.0,58.0,58.0,58.0,0.01K
2019-05-23,0,57.75,57.75,57.75,57.75,0.05K
2019-05-24,0,57.6,57.6,57.6,57.6,
2019-05-28,0,57.1,57.1,57.1,57.1,0.12K
2019-05-29,0,56.9,56.9,56.9,56.9,0.02K
2019-05-30,0,56.8,56.8,56.8,56.8,
2019-05-31,0,56.45,56.45,56.45,56.45,
2019-06-03,0,51.7,51.7,51.7,51.7,0.04K
2019-06-04,0,52.35,52.35,52.35,52.35,0.04K
2019-06-05,0,51.6,51.6,51.6,51.6,
2019-06-06,0,51.9,51.9,51.9,51.9,0.14K
2019-06-07,0,52.45,52.45,52.45,52.45,0.15K
2019-06-10,0,53.0,53.0,53.0,53.0,0.01K
2019-06-11,0,51.3,51.3,51.3,51.3,0.02K
2019-06-12,0,50.5,50.5,50.5,50.5,0.10K
2019-06-13,0,50.3,50.3,50.3,50.3,0.07K
2019-06-14,0,49.85,49.85,49.85,49.85,0.03K
2019-06-17,0,49.35,49.35,49.35,49.35,0.01K
2019-06-18,0,48.75,48.75,48.75,48.75,
2019-06-19,0,48.7,48.7,48.7,48.7,
2019-06-20,0,48.8,48.8,48.8,48.8,
2019-06-21,0,48.9,48.9,48.9,48.9,
2019-06-24,0,49.05,49.05,49.05,49.05,
2019-06-25,0,48.95,48.95,48.95,48.95,
2019-06-26,0,48.95,48.95,48.95,48.95,
2019-06-27,0,49.1,49.1,49.1,49.1,
2019-06-28,0,48.9,48.9,48.9,48.9,
2019-07-01,0,50.6,50.6,50.6,50.6,0.13K
2019-07-02,0,51.4,51.4,51.4,51.4,0.07K
2019-07-03,0,52.8,52.8,52.8,52.8,0.20K
2019-07-05,0,56.3,55.15,55.15,55.15,0.25K
2019-07-08,0,57.05,57.05,57.05,57.05,0.06K
2019-07-09,0,56.45,56.45,56.45,56.45,0.12K
2019-07-10,0,57.9,57.9,57.9,57.9,0.03K
2019-07-11,0,58.1,58.1,58.1,58.1,0.01K
2019-07-12,0,57.85,57.85,57.85,57.85,0.03K
2019-07-15,0,57.75,57.75,57.75,57.75,0.01K
2019-07-16,0,57.3,57.3,57.3,57.3,0.02K
2019-07-17,0,57.9,57.9,57.9,57.9,0.01K
2019-07-18,0,57.7,57.7,57.7,57.7,0.01K
2019-07-19,0,58.35,58.35,58.35,58.35,0.01K
2019-07-22,0,58.2,58.2,58.2,58.2,
2019-07-23,0,58.2,58.2,58.2,58.2,
2019-07-24,0,58.2,58.2,58.2,58.2,
2019-07-25,0,58.2,58.2,58.2,58.2,
2019-07-26,0,58.35,58.35,58.35,58.35,
2019-07-29,0,58.0,58.0,58.0,58.0,
2019-07-30,0,57.9,57.9,57.9,57.9,0.09K
2019-07-31,0,57.9,57.9,57.9,57.9,0.09K
2019-08-01,0,58.85,58.85,58.85,58.85,
2019-08-02,0,58.0,58.0,58.0,58.0,0.07K
2019-08-05,0,57.0,57.0,57.0,57.0,0.01K
2019-08-06,0,56.05,56.05,56.05,56.05,0.08K
2019-08-07,0,56.1,56.1,56.1,56.1,0.01K
2019-08-08,0,56.4,56.4,56.4,56.4,0.02K
2019-08-09,0,56.25,56.25,56.25,56.25,0.04K
2019-08-12,0,56.3,56.3,56.3,56.3,
2019-08-13,0,56.45,56.45,56.45,56.45,0.02K
2019-08-14,0,56.25,56.25,56.25,56.25,0.03K
2019-08-15,0,56.0,56.0,56.0,56.0,
2019-08-16,0,55.9,55.9,55.9,55.9,0.03K
2019-08-19,0,55.8,55.8,55.8,55.8,
2019-08-20,0,55.65,55.65,55.65,55.65,
2019-08-21,0,55.3,55.3,55.3,55.3,0.03K
2019-08-22,0,55.2,55.2,55.2,55.2,
2019-08-23,0,55.3,55.3,55.3,55.3,
2019-08-26,0,55.3,55.3,55.3,55.3,
2019-08-27,0,55.05,55.05,55.05,55.05,
2019-08-28,0,54.65,54.65,54.65,54.65,
2019-08-29,0,54.7,54.7,54.7,54.7,
2019-08-30,0,54.25,54.25,54.25,54.25,
2019-09-03,0,56.95,56.95,56.95,56.95,0.02K
2019-09-04,0,56.9,56.9,56.9,56.9,0.02K
2019-09-05,0,57.4,57.4,57.4,57.4,0.04K
2019-09-06,0,57.65,57.65,57.65,57.65,0.13K
2019-09-09,0,58.4,58.4,58.4,58.4,0.08K
2019-09-10,0,60.65,60.65,60.65,60.65,0.05K
2019-09-11,0,60.5,60.5,60.5,60.5,0.10K
2019-09-12,0,60.85,60.85,60.85,60.85,0.06K
2019-09-13,0,60.95,60.95,60.95,60.95,0.01K
2019-09-16,0,61.75,61.75,61.75,61.75,0.12K
2019-09-17,0,61.55,61.55,61.55,61.55,
2019-09-18,0,60.95,60.95,60.95,60.95,0.31K
2019-09-19,0,60.95,60.95,60.95,60.95,
2019-09-20,0,61.25,61.25,61.25,61.25,
2019-09-23,0,60.8,60.8,60.8,60.8,
2019-09-24,0,60.6,60.6,60.6,60.6,
2019-09-25,0,60.25,60.25,60.25,60.25,
2019-09-26,0,60.55,60.55,60.55,60.55,
2019-09-27,0,60.35,60.35,60.35,60.35,
2019-09-30,0,59.55,59.55,59.55,59.55,0.11K
2019-10-01,0,60.0,60.0,60.0,60.0,0.09K
2019-10-02,0,59.45,59.45,59.45,59.45,0.04K
2019-10-03,0,59.25,59.25,59.25,59.25,0.05K
2019-10-04,0,59.7,59.7,59.7,59.7,0.09K
2019-10-07,0,60.3,60.3,60.3,60.3,0.03K
2019-10-08,0,61.4,61.4,61.4,61.4,0.07K
2019-10-09,0,60.85,60.85,60.85,60.85,0.07K
2019-10-10,0,60.75,60.75,60.75,60.75,0.02K
2019-10-11,0,60.7,60.7,60.7,60.7,0.01K
2019-10-14,0,60.8,60.8,60.8,60.8,0.02K
2019-10-15,0,60.5,60.5,60.5,60.5,
2019-10-16,0,60.3,60.3,60.3,60.3,
2019-10-17,0,60.25,60.25,60.25,60.25,
2019-10-18,0,60.15,60.15,60.15,60.15,
2019-10-21,0,60.2,60.2,60.2,60.2,
2019-10-22,0,60.05,60.05,60.05,60.05,0.04K
2019-10-23,0,59.95,59.95,59.95,59.95,
2019-10-24,0,59.95,59.95,59.95,59.95,
2019-10-25,0,59.8,59.8,59.8,59.8,
2019-10-28,0,56.35,56.35,56.35,56.35,0.09K
2019-10-29,0,56.4,56.4,56.4,56.4,0.06K
2019-10-30,0,56.3,56.3,56.3,56.3,0.03K
2019-10-31,0,56.5,56.5,56.5,56.5,
2019-11-01,0,57.05,57.05,57.05,57.05,0.01K
2019-11-04,0,56.8,56.8,56.8,56.8,
2019-11-05,0,56.85,56.85,56.85,56.85,
2019-11-06,0,55.8,55.8,55.8,55.8,0.01K
2019-11-07,0,56.15,56.15,56.15,56.15,0.08K
2019-11-08,0,55.75,55.75,55.75,55.75,
2019-11-11,0,55.2,55.2,55.2,55.2,
2019-11-12,0,55.4,55.4,55.4,55.4,0.07K
2019-11-13,0,55.65,55.65,55.65,55.65,0.01K
2019-11-14,0,56.05,56.05,56.05,56.05,
2019-11-15,0,55.9,55.9,55.9,55.9,0.02K
2019-11-18,0,55.05,55.05,55.05,55.05,
2019-11-19,0,55.25,55.25,55.25,55.25,0.01K
2019-11-20,0,55.75,55.75,55.75,55.75,
2019-11-21,0,55.9,55.9,55.9,55.9,
2019-11-22,0,56.0,56.0,56.0,56.0,
2019-11-25,0,55.95,55.95,55.95,55.95,
2019-11-26,0,56.0,56.0,56.0,56.0,
2019-11-27,0,55.95,55.95,55.95,55.95,
2019-11-29,0,56.05,56.05,56.05,56.05,
2019-12-02,0,57.35,57.35,57.35,57.35,0.28K
2019-12-03,0,56.4,56.4,56.4,56.4,0.18K
2019-12-04,0,56.15,56.15,56.15,56.15,
2019-12-05,0,54.9,54.9,54.9,54.9,
2019-12-06,0,54.2,54.2,54.2,54.2,
2019-12-09,0,53.85,53.85,53.85,53.85,0.05K
2019-12-10,0,53.8,53.8,53.8,53.8,0.01K
2019-12-11,0,53.5,53.5,53.5,53.5,
2019-12-12,0,54.0,54.0,54.0,54.0,0.04K
2019-12-13,0,53.65,53.65,53.65,53.65,0.01K
2019-12-16,0,53.45,53.45,53.45,53.45,0.01K
2019-12-17,0,53.65,53.65,53.65,53.65,0.02K
2019-12-18,0,53.55,53.55,53.55,53.55,
2019-12-19,0,53.55,53.55,53.55,53.55,
2019-12-20,0,53.35,53.35,53.35,53.35,
2019-12-23,0,53.4,53.4,53.4,53.4,
2019-12-24,0,53.4,53.4,53.4,53.4,
2019-12-26,0,53.4,53.4,53.4,53.4,
2019-12-27,0,53.65,53.65,53.65,53.65,
2019-12-30,0,52.8,52.8,52.8,52.8,0.02K
2019-12-31,0,53.15,53.15,53.15,53.15,
2020-01-02,0,52.55,52.55,52.55,52.55,0.04K
2020-01-03,0,52.85,52.85,52.85,52.85,0.01K
2020-01-06,0,52.5,52.5,52.5,52.5,0.17K
2020-01-07,0,52.65,52.65,52.65,52.65,0.03K
2020-01-08,0,52.5,52.5,52.5,52.5,0.14K
2020-01-09,0,52.5,52.5,52.5,52.5,0.05K
2020-01-10,0,53.0,53.0,53.0,53.0,0.07K
2020-01-13,0,53.3,53.3,53.3,53.3,0.07K
2020-01-14,0,52.2,52.2,52.2,52.2,0.08K
2020-01-15,0,51.75,51.75,51.75,51.75,0.08K
2020-01-16,0,50.85,50.85,50.85,50.85,0.01K
2020-01-17,0,50.6,50.6,50.6,50.6,0.05K
2020-01-21,0,50.25,50.25,50.25,50.25,0.02K
2020-01-22,0,50.25,50.25,50.25,50.25,0.01K
2020-01-23,0,50.3,50.3,50.3,50.3,
2020-01-24,0,50.25,50.25,50.25,50.25,0.01K
2020-01-27,0,50.35,50.35,50.35,50.35,
2020-01-28,0,50.35,50.35,50.35,50.35,
2020-01-29,0,50.4,50.4,50.4,50.4,0.00K
2020-01-30,0,50.4,50.4,50.4,50.4,
2020-01-31,0,50.4,50.4,50.4,50.4,
2020-02-03,0,47.75,47.75,47.75,47.75,0.01K
2020-02-04,0,48.8,48.8,48.8,48.8,0.04K
2020-02-05,0,49.45,49.45,49.45,49.45,0.14K
2020-02-06,0,49.0,49.0,49.0,48.9,0.08K
2020-02-07,0,48.25,48.25,48.25,48.25,0.06K
2020-02-10,0,47.55,47.55,47.55,47.55,
2020-02-11,0,48.15,48.15,48.15,48.15,
2020-02-12,0,48.75,48.75,48.75,48.75,
2020-02-13,0,50.0,50.0,50.0,50.0,0.05K
2020-02-14,0,50.5,50.5,50.5,50.5,0.02K
2020-02-18,0,49.4,49.4,49.4,49.4,0.03K
2020-02-19,0,49.2,49.2,49.2,49.2,
2020-02-20,0,48.45,48.45,48.45,48.45,
2020-02-21,0,48.35,48.35,48.35,48.35,
2020-02-24,0,48.0,48.0,48.0,48.0,
2020-02-25,0,48.05,48.05,48.05,48.05,
2020-02-26,0,48.0,48.0,48.0,48.0,
2020-02-27,0,48.15,48.15,48.15,48.15,
2020-02-28,0,48.3,48.3,48.3,48.3,
2020-03-02,0,46.85,46.85,46.85,46.85,
2020-03-03,0,47.0,47.0,47.0,47.0,0.01K
2020-03-04,0,47.1,47.1,47.1,47.1,0.02K
2020-03-05,0,47.6,47.6,47.6,47.6,0.05K
2020-03-06,0,47.1,47.1,47.1,47.1,
2020-03-09,0,46.45,46.45,46.45,46.45,
2020-03-10,0,46.4,46.4,46.4,46.4,0.04K
2020-03-11,0,46.45,46.45,46.45,46.45,0.01K
2020-03-12,0,46.2,46.2,46.2,46.2,
2020-03-13,0,46.6,46.6,46.6,46.6,
2020-03-16,0,46.55,46.55,46.55,46.55,
2020-03-17,0,47.05,47.05,47.05,47.05,0.03K
2020-03-18,0,47.3,47.3,47.3,47.3,
2020-03-19,0,47.0,47.0,47.0,47.0,
2020-03-20,0,47.45,47.45,47.45,47.45,
2020-03-23,0,47.5,47.5,47.5,47.5,
2020-03-24,0,47.85,47.85,47.85,47.85,
2020-03-25,0,48.05,48.05,48.05,48.05,
2020-03-26,0,47.95,47.95,47.95,47.95,
2020-03-27,0,47.9,47.9,47.9,47.9,
2020-03-30,0,50.95,50.95,50.95,50.95,0.06K
2020-03-31,0,49.5,49.5,49.5,49.5,0.02K
2020-04-01,0,48.0,48.0,48.0,48.0,0.25K
2020-04-02,0,47.55,47.55,47.55,47.55,0.11K
2020-04-03,0,46.45,46.45,46.45,46.45,0.02K
2020-04-06,0,46.2,46.2,46.2,46.2,0.10K
2020-04-07,0,47.05,47.05,47.05,47.05,0.09K
2020-04-08,0,46.5,46.5,46.5,46.5,0.08K
2020-04-09,0,46.75,46.75,46.75,46.75,0.01K
2020-04-13,0,46.75,46.75,46.75,46.75,
2020-04-14,0,45.7,45.7,45.7,45.7,
2020-04-15,0,45.4,45.4,45.4,45.4,0.05K
2020-04-16,0,45.5,45.5,45.5,45.5,0.07K
2020-04-17,0,45.6,45.6,45.6,45.6,
2020-04-20,0,45.6,45.6,45.6,45.6,0.12K
2020-04-21,0,45.1,45.1,45.1,45.1,0.03K
2020-04-22,0,45.2,45.2,45.2,45.2,0.02K
2020-04-23,0,44.95,44.95,44.95,44.95,
2020-04-24,0,44.95,44.95,44.95,44.95,
2020-04-27,0,39.1,39.1,39.1,39.1,0.01K
2020-04-28,0,38.7,38.7,38.7,38.7,0.03K
2020-04-29,0,38.95,38.95,38.95,38.95,
2020-04-30,0,39.95,39.95,39.95,39.95,
2020-05-01,0,39.75,39.75,39.75,39.75,
2020-05-04,0,39.0,39.0,39.0,39.0,0.01K
2020-05-05,0,39.7,39.7,39.7,39.7,
2020-05-06,0,40.0,40.0,40.0,40.0,0.04K
2020-05-07,0,40.05,40.05,40.05,40.05,0.11K
2020-05-08,0,40.05,40.05,40.05,40.05,
2020-05-11,0,39.85,39.85,39.85,39.85,0.02K
2020-05-12,0,39.35,39.35,39.35,39.35,0.03K
2020-05-13,0,39.3,39.3,39.3,39.3,0.02K
2020-05-14,0,39.15,39.15,39.15,39.15,
2020-05-15,0,39.0,39.0,39.0,39.0,
2020-05-18,0,39.2,39.2,39.2,39.2,0.01K
2020-05-19,0,38.9,38.9,38.9,38.9,
2020-05-20,0,38.75,38.75,38.75,38.75,
2020-05-21,0,38.75,38.75,38.75,38.75,0.01K
2020-05-22,0,38.65,38.65,38.65,38.65,
2020-05-26,0,38.7,38.7,38.7,38.7,
2020-05-27,0,38.7,38.7,38.7,38.7,
2020-05-28,0,38.7,38.7,38.7,38.7,
2020-05-29,0,38.6,38.6,38.6,38.6,
2020-06-01,0,44.7,44.7,44.7,44.7,0.03K
2020-06-02,0,46.65,46.65,46.65,46.65,0.08K
2020-06-03,0,46.4,46.4,46.4,46.4,0.09K
2020-06-04,0,45.75,45.75,45.75,45.75,0.05K
2020-06-05,0,46.15,46.15,46.15,46.15,0.05K
2020-06-08,0,45.8,45.8,45.8,45.8,
2020-06-09,0,45.3,45.3,45.3,45.3,0.01K
2020-06-10,0,44.75,44.75,44.75,44.75,0.04K
2020-06-11,0,44.35,44.35,44.35,44.35,
2020-06-12,0,44.7,44.7,44.7,44.7,
2020-06-15,0,45.05,45.05,45.05,45.05,0.02K
2020-06-16,0,44.85,44.85,44.85,44.85,
2020-06-17,0,44.7,44.7,44.7,44.7,0.01K
2020-06-18,0,44.8,44.8,44.8,44.8,
2020-06-19,0,45.0,45.0,45.0,45.0,
2020-06-22,0,45.15,45.15,45.15,45.15,
2020-06-23,0,45.4,45.4,45.4,45.4,
2020-06-24,0,45.5,45.5,45.5,45.5,
2020-06-25,0,45.5,45.5,45.5,45.5,
2020-06-26,0,45.6,45.6,45.6,45.6,
2020-06-29,0,49.9,49.9,49.9,49.9,0.01K
2020-06-30,0,49.65,49.65,49.65,49.65,0.01K
2020-07-01,0,50.25,50.25,50.25,50.25,0.06K
2020-07-02,0,50.85,50.85,50.85,50.85,0.05K
2020-07-06,0,51.2,51.2,51.2,51.2,0.06K
2020-07-07,0,50.65,50.65,50.65,50.65,0.01K
2020-07-08,0,49.55,49.55,49.55,49.55,0.03K
2020-07-09,0,49.2,49.2,49.2,49.2,0.01K
2020-07-10,0,48.85,48.85,48.85,48.85,0.03K
2020-07-13,0,48.75,48.75,48.75,48.75,
2020-07-14,0,48.55,48.55,48.55,48.55,0.08K
2020-07-15,0,49.0,49.0,49.0,49.0,
2020-07-16,0,49.0,49.0,49.0,49.0,0.02K
2020-07-17,0,49.3,49.3,49.3,49.3,0.05K
2020-07-20,0,49.05,49.05,49.05,49.05,
2020-07-21,0,49.6,49.6,49.6,49.6,0.01K
2020-07-22,0,49.8,49.8,49.8,49.8,
2020-07-23,0,49.7,49.7,49.7,49.7,
2020-07-24,0,49.55,49.55,49.55,49.55,
2020-07-27,0,49.5,49.5,49.5,49.5,
2020-07-28,0,49.6,49.6,49.6,49.6,
2020-07-29,0,49.65,49.65,49.65,49.65,
2020-07-30,0,49.75,49.75,49.75,49.75,
2020-07-31,0,49.9,49.9,49.9,49.9,
2020-08-03,0,51.7,51.7,51.7,51.7,0.01K
2020-08-04,0,51.6,51.6,51.6,51.6,0.01K
2020-08-05,0,51.0,51.0,51.0,51.0,0.11K
2020-08-06,0,50.3,50.3,50.3,50.3,0.03K
2020-08-07,0,50.85,50.85,50.85,50.85,0.01K
2020-08-10,0,50.55,50.55,50.55,50.55,0.04K
2020-08-11,0,50.3,50.3,50.3,50.3,
2020-08-12,0,49.65,49.65,49.65,49.65,
2020-08-13,0,49.55,49.55,49.55,49.55,
2020-08-14,0,49.4,49.4,49.4,49.4,
2020-08-17,0,49.55,49.55,49.55,49.55,
2020-08-18,0,49.35,49.35,49.35,49.35,
2020-08-19,0,49.2,49.2,49.2,49.2,
2020-08-20,0,48.85,48.85,48.85,48.85,
2020-08-21,0,48.75,48.75,48.75,48.75,
2020-08-24,0,48.8,48.8,48.8,48.8,
2020-08-25,0,48.95,48.95,48.95,48.95,0.03K
2020-08-26,0,48.95,48.95,48.95,48.95,
2020-08-27,0,49.0,49.0,49.0,49.0,
2020-08-28,0,49.05,49.05,49.05,49.05,
2020-08-31,0,52.15,52.15,52.15,52.15,
2020-09-01,0,52.6,52.6,52.6,52.6,0.02K
2020-09-02,0,51.55,51.55,51.55,51.55,
2020-09-03,0,51.6,51.6,51.6,51.6,0.02K
2020-09-04,0,51.5,51.5,51.5,51.5,0.01K
2020-09-08,0,51.25,51.25,51.25,51.25,0.01K
2020-09-09,0,51.4,51.4,51.4,51.4,
2020-09-10,0,51.7,51.7,51.7,51.7,
2020-09-11,0,51.75,51.75,51.75,51.75,
2020-09-14,0,51.85,51.85,51.85,51.85,0.03K
2020-09-15,0,51.9,51.9,51.9,51.9,
2020-09-16,0,52.05,52.05,52.05,52.05,
2020-09-17,0,51.95,51.95,51.95,51.95,
2020-09-18,0,52.05,52.05,52.05,52.05,
2020-09-21,0,52.05,52.05,52.05,52.05,
2020-09-22,0,52.1,52.1,52.1,52.1,
2020-09-23,0,52.2,52.2,52.2,52.2,
2020-09-24,0,52.45,52.45,52.45,52.45,
2020-09-25,0,52.3,52.3,52.3,52.3,
2020-09-28,0,57.3,57.3,57.3,57.3,0.09K
2020-09-29,0,56.75,56.75,56.75,56.75,0.13K
2020-09-30,0,57.25,57.25,57.25,57.25,0.05K
2020-10-01,0,57.25,57.25,57.25,57.25,0.04K
2020-10-02,0,56.4,56.4,56.4,56.4,0.01K
2020-10-05,0,57.6,57.6,57.6,57.6,0.02K
2020-10-06,0,57.75,57.75,57.75,57.75,0.01K
2020-10-07,0,57.65,57.65,57.65,57.65,0.02K
2020-10-08,0,57.7,57.7,57.7,57.7,0.01K
2020-10-09,0,57.6,57.6,57.6,57.6,
2020-10-12,0,56.85,56.85,56.85,56.85,0.20K
2020-10-13,0,56.5,56.5,56.5,56.5,
2020-10-14,0,56.65,56.65,56.65,56.65,
2020-10-15,0,56.55,56.55,56.55,56.55,
2020-10-16,0,56.9,56.9,56.9,56.9,
2020-10-19,0,57.1,57.1,57.1,57.1,0.05K
2020-10-20,0,57.0,57.0,57.0,57.0,
2020-10-21,0,56.5,56.5,56.5,56.5,
2020-10-22,0,56.85,56.85,56.85,56.85,
2020-10-23,0,56.8,56.8,56.8,56.8,
2020-10-26,0,56.6,56.6,56.6,56.6,
2020-10-27,0,56.5,56.5,56.5,56.5,
2020-10-28,0,56.3,56.3,56.3,56.3,
2020-10-29,0,56.15,56.15,56.15,56.15,
2020-10-30,0,56.35,56.35,56.35,56.35,
2020-11-02,0,50.7,50.7,50.7,50.7,
