<DATE>,<TIME>,<CLOSE>,<OPEN>,<HIGH>,<LOW>,<VOLUME>
2014-12-24,0,70.95,70.95,70.95,70.95,
2014-12-26,0,68.45,68.45,68.45,68.45,
2014-12-29,0,67.2,67.2,67.2,67.2,0.14K
2014-12-30,0,66.8,66.8,66.8,66.8,0.11K
2014-12-31,0,66.7,66.7,66.7,66.7,0.02K
2015-01-02,0,65.55,65.55,65.55,65.55,0.09K
2015-01-05,0,63.65,63.65,63.65,63.65,0.60K
2015-01-06,0,62.7,62.7,62.7,62.7,0.41K
2015-01-07,0,60.9,60.9,60.9,60.9,0.48K
2015-01-08,0,60.6,60.6,60.6,60.6,0.70K
2015-01-09,0,60.15,60.15,60.15,60.15,0.22K
2015-01-12,0,59.4,59.4,59.4,59.4,0.14K
2015-01-13,0,59.85,59.85,59.85,59.85,0.13K
2015-01-14,0,58.6,58.6,58.6,58.6,0.09K
2015-01-15,0,58.15,58.15,58.15,58.15,0.17K
2015-01-16,0,57.9,57.9,57.9,57.9,0.06K
2015-01-20,0,58.15,58.15,58.15,58.15,0.11K
2015-01-21,0,58.75,58.75,58.75,58.75,0.03K
2015-01-22,0,58.75,58.75,58.75,58.75,0.46K
2015-01-23,0,58.55,58.55,58.55,58.55,0.73K
2015-01-26,0,58.6,58.6,58.6,58.6,
2015-01-27,0,58.7,58.7,58.7,58.7,0.04K
2015-01-28,0,58.85,58.85,58.85,58.85,0.02K
2015-01-29,0,58.85,58.85,58.85,58.85,
2015-01-30,0,58.95,58.95,58.95,58.95,
2015-02-02,0,57.7,57.7,57.7,57.7,0.07K
2015-02-03,0,58.6,58.6,58.6,58.6,0.63K
2015-02-04,0,58.6,58.6,58.6,58.6,0.05K
2015-02-05,0,60.9,60.9,60.9,60.9,0.13K
2015-02-06,0,61.25,61.25,61.25,61.25,0.24K
2015-02-09,0,61.8,61.8,61.8,61.8,0.23K
2015-02-10,0,61.25,61.25,61.25,61.25,0.12K
2015-02-11,0,62.15,62.15,62.15,62.15,0.25K
2015-02-12,0,62.5,62.5,62.5,62.5,0.21K
2015-02-13,0,62.5,62.5,62.5,62.5,0.01K
2015-02-17,0,62.35,62.35,62.35,62.35,0.08K
2015-02-18,0,62.2,62.2,62.2,62.2,0.04K
2015-02-19,0,62.25,62.25,62.25,62.25,0.03K
2015-02-20,0,62.1,62.1,62.1,62.1,0.01K
2015-02-23,0,62.0,62.0,62.0,62.0,0.01K
2015-02-24,0,61.75,61.75,61.75,61.75,0.03K
2015-02-25,0,61.8,61.8,61.8,61.8,0.10K
2015-02-26,0,61.8,61.8,61.8,61.8,
2015-02-27,0,61.9,61.9,61.9,61.9,
2015-03-02,0,62.8,62.8,62.8,62.8,0.01K
2015-03-03,0,62.75,62.75,62.75,62.75,0.14K
2015-03-04,0,62.8,62.8,62.8,62.8,0.20K
2015-03-05,0,62.65,62.65,62.65,62.65,0.13K
2015-03-06,0,61.8,61.8,61.8,61.8,0.02K
2015-03-09,0,61.85,61.85,61.85,61.85,0.10K
2015-03-10,0,61.9,61.9,61.9,61.9,
2015-03-11,0,62.2,62.2,62.2,62.2,0.06K
2015-03-12,0,62.2,62.2,62.2,62.2,
2015-03-13,0,62.0,62.0,62.0,62.0,
2015-03-16,0,61.65,61.65,61.65,61.65,
2015-03-17,0,61.35,61.35,61.35,61.35,0.18K
2015-03-18,0,61.35,61.35,61.35,61.35,0.05K
2015-03-19,0,61.1,61.1,61.1,61.1,0.01K
2015-03-20,0,61.0,61.0,61.0,61.0,0.23K
2015-03-23,0,60.95,60.95,60.95,60.95,
2015-03-24,0,61.0,61.0,61.0,61.0,
2015-03-25,0,61.0,61.0,61.0,61.0,
2015-03-26,0,61.0,61.0,61.0,61.0,
2015-03-27,0,61.05,61.05,61.05,61.05,
2015-03-30,0,59.2,59.2,59.2,59.2,0.16K
2015-03-31,0,58.95,58.95,58.95,58.95,0.20K
2015-04-01,0,58.65,58.65,58.65,58.65,0.26K
2015-04-02,0,58.65,58.65,58.65,58.65,0.08K
2015-04-03,0,58.65,58.65,58.65,58.65,
2015-04-06,0,58.65,58.65,58.65,58.65,
2015-04-07,0,57.55,57.55,57.55,57.55,0.12K
2015-04-08,0,57.6,57.6,57.6,57.6,0.19K
2015-04-09,0,58.4,58.4,58.4,58.4,0.08K
2015-04-10,0,59.1,59.1,59.1,59.1,0.06K
2015-04-13,0,59.35,59.35,59.35,59.35,0.02K
2015-04-14,0,59.5,59.5,59.5,59.5,0.16K
2015-04-15,0,59.6,59.6,59.6,59.6,0.12K
2015-04-16,0,59.95,59.95,59.95,59.95,0.22K
2015-04-17,0,59.95,59.95,59.95,59.95,0.06K
2015-04-20,0,59.8,59.8,59.8,59.8,0.05K
2015-04-21,0,59.75,59.75,59.75,59.75,0.01K
2015-04-22,0,59.6,59.6,59.6,59.6,0.01K
2015-04-23,0,59.6,59.6,59.6,59.6,
2015-04-24,0,59.6,59.6,59.6,59.6,
2015-04-27,0,59.45,59.45,59.45,59.45,0.45K
2015-04-28,0,59.45,59.45,59.45,59.45,0.11K
2015-04-29,0,59.85,59.85,59.85,59.85,0.25K
2015-04-30,0,59.75,59.75,59.75,59.75,0.24K
2015-05-01,0,59.9,59.9,59.9,59.9,0.27K
2015-05-04,0,59.9,59.9,59.9,59.9,
2015-05-05,0,60.15,60.15,60.15,60.15,0.12K
2015-05-06,0,60.0,60.0,60.0,60.0,
2015-05-07,0,59.75,59.75,59.75,59.75,0.04K
2015-05-08,0,59.6,59.6,59.6,59.6,0.01K
2015-05-11,0,59.65,59.65,59.65,59.65,0.07K
2015-05-12,0,59.3,59.3,59.3,59.3,0.08K
2015-05-13,0,59.3,59.3,59.3,59.3,0.06K
2015-05-14,0,59.15,59.15,59.15,59.15,0.04K
2015-05-15,0,59.05,59.05,59.05,59.05,0.03K
2015-05-18,0,59.1,59.1,59.1,59.1,0.01K
2015-05-19,0,58.9,58.9,58.9,58.9,
2015-05-20,0,58.8,58.8,58.8,58.8,0.01K
2015-05-21,0,58.75,58.75,58.75,58.75,0.02K
2015-05-22,0,58.8,58.8,58.8,58.8,0.03K
2015-05-26,0,58.8,58.8,58.8,58.8,
2015-05-27,0,58.85,58.85,58.85,58.85,
2015-05-28,0,58.8,58.8,58.8,58.8,
2015-05-29,0,58.85,58.85,58.85,58.85,
2015-06-01,0,57.65,57.65,57.65,57.65,0.25K
2015-06-02,0,58.1,58.1,58.1,58.1,0.06K
2015-06-03,0,57.5,57.5,57.5,57.5,0.40K
2015-06-04,0,56.9,56.9,56.9,56.9,0.07K
2015-06-05,0,56.8,56.8,56.8,56.8,
2015-06-08,0,56.85,56.85,56.85,56.85,0.01K
2015-06-09,0,56.7,56.7,56.7,56.7,0.23K
2015-06-10,0,56.75,56.75,56.75,56.75,0.03K
2015-06-11,0,57.25,57.25,57.25,57.25,0.06K
2015-06-12,0,57.75,57.75,57.75,57.75,0.02K
2015-06-15,0,57.85,57.85,57.85,57.85,0.06K
2015-06-16,0,57.85,57.85,57.85,57.85,0.01K
2015-06-17,0,57.9,57.9,57.9,57.9,
2015-06-18,0,58.0,58.0,58.0,58.0,0.07K
2015-06-19,0,58.0,58.0,58.0,58.0,
2015-06-22,0,58.2,58.2,58.2,58.2,
2015-06-23,0,58.2,58.2,58.2,58.2,
2015-06-24,0,58.1,58.1,58.1,58.1,
2015-06-25,0,58.2,58.2,58.2,58.2,
2015-06-29,0,59.1,59.1,59.1,59.1,0.19K
2015-06-30,0,60.1,60.1,60.1,60.1,0.46K
2015-07-01,0,59.8,59.8,59.8,59.8,0.38K
2015-07-02,0,59.45,59.45,59.45,59.45,0.10K
2015-07-06,0,58.5,58.5,58.5,58.5,0.32K
2015-07-07,0,58.05,58.05,58.05,58.05,0.07K
2015-07-08,0,58.3,58.3,58.3,58.3,0.03K
2015-07-09,0,58.55,58.55,58.55,58.55,0.05K
2015-07-10,0,58.75,58.75,58.75,58.75,0.14K
2015-07-13,0,58.55,58.55,58.55,58.55,0.13K
2015-07-14,0,58.6,58.6,58.6,58.6,0.12K
2015-07-15,0,58.45,58.45,58.45,58.45,0.16K
2015-07-16,0,58.35,58.35,58.35,58.35,0.07K
2015-07-17,0,58.4,58.4,58.4,58.4,0.04K
2015-07-20,0,58.55,58.55,58.55,58.55,0.08K
2015-07-21,0,58.6,58.6,58.6,58.6,0.03K
2015-07-22,0,58.55,58.55,58.55,58.55,0.05K
2015-07-23,0,58.5,58.5,58.5,58.5,0.12K
2015-07-24,0,58.55,58.55,58.55,58.55,0.01K
2015-07-27,0,58.5,58.5,58.5,58.5,0.06K
2015-07-28,0,58.45,58.45,58.45,58.45,0.07K
2015-07-29,0,58.45,58.45,58.45,58.45,0.02K
2015-07-30,0,58.45,58.45,58.45,58.45,
2015-08-03,0,56.5,56.5,56.5,56.5,0.09K
2015-08-04,0,57.05,57.05,57.05,57.05,0.12K
2015-08-05,0,57.45,57.45,57.45,57.45,0.54K
2015-08-06,0,57.9,57.9,57.9,57.9,0.24K
2015-08-07,0,57.15,57.15,57.15,57.15,0.51K
2015-08-10,0,57.4,57.4,57.4,57.4,0.02K
2015-08-11,0,56.4,56.4,56.4,56.4,0.16K
2015-08-12,0,56.45,56.45,56.45,56.45,0.07K
2015-08-13,0,56.55,56.55,56.55,56.55,0.05K
2015-08-14,0,56.3,56.3,56.3,56.3,0.03K
2015-08-17,0,56.35,56.35,56.35,56.35,0.03K
2015-08-18,0,56.05,56.05,56.05,56.05,0.10K
2015-08-19,0,56.0,56.0,56.0,56.0,0.13K
2015-08-20,0,55.9,55.9,55.9,55.9,0.01K
2015-08-21,0,55.9,55.9,55.9,55.9,
2015-08-24,0,55.75,55.75,55.75,55.75,0.01K
2015-08-25,0,55.75,55.75,55.75,55.75,
2015-08-26,0,55.75,55.75,55.75,55.75,
2015-08-27,0,55.8,55.8,55.8,55.8,
2015-08-28,0,55.85,55.85,55.85,55.85,
2015-08-31,0,54.85,54.85,54.85,54.85,
2015-09-01,0,54.95,54.95,54.95,54.95,0.22K
2015-09-02,0,54.85,54.85,54.85,54.85,0.10K
2015-09-03,0,55.25,55.25,55.25,55.25,0.12K
2015-09-04,0,54.5,54.5,54.5,54.5,0.22K
2015-09-08,0,53.95,53.95,53.95,53.95,0.41K
2015-09-09,0,53.6,53.6,53.6,53.6,0.11K
2015-09-10,0,53.85,53.85,53.85,53.85,0.10K
2015-09-11,0,53.85,53.85,53.85,53.85,0.39K
2015-09-14,0,53.6,53.6,53.6,53.6,
2015-09-15,0,53.55,53.55,53.55,53.55,0.07K
2015-09-16,0,54.2,54.2,54.2,54.2,0.07K
2015-09-17,0,54.15,54.15,54.15,54.15,0.25K
2015-09-18,0,54.1,54.1,54.1,54.1,0.10K
2015-09-21,0,54.0,54.0,54.0,54.0,
2015-09-22,0,53.9,53.9,53.9,53.9,
2015-09-23,0,53.95,53.95,53.95,53.95,
2015-09-24,0,53.9,53.9,53.9,53.9,
2015-09-25,0,53.9,53.9,53.9,53.9,
2015-09-28,0,52.2,52.2,52.2,52.2,0.70K
2015-09-29,0,52.1,52.1,52.1,52.1,0.20K
2015-09-30,0,51.4,51.4,51.4,51.4,0.26K
2015-10-01,0,51.05,51.05,51.05,51.05,0.58K
2015-10-02,0,51.2,51.2,51.2,51.2,0.29K
2015-10-05,0,51.95,51.95,51.95,51.95,0.46K
2015-10-06,0,52.6,52.6,52.6,52.6,0.52K
2015-10-07,0,52.25,52.25,52.25,52.25,0.35K
2015-10-08,0,52.15,52.15,52.15,52.15,0.11K
2015-10-09,0,52.4,52.4,52.4,52.4,0.44K
2015-10-12,0,52.05,52.05,52.05,52.05,0.24K
2015-10-13,0,51.9,51.9,51.9,51.9,0.08K
2015-10-14,0,51.65,51.65,51.65,51.65,0.01K
2015-10-15,0,51.75,51.75,51.75,51.75,0.02K
2015-10-16,0,51.9,51.9,51.9,51.9,0.04K
2015-10-19,0,51.9,51.9,51.9,51.9,0.12K
2015-10-20,0,52.0,52.0,52.0,52.0,0.03K
2015-10-21,0,51.95,51.95,51.95,51.95,0.05K
2015-10-22,0,51.95,51.95,51.95,51.95,0.08K
2015-10-23,0,52.15,52.15,52.15,52.15,0.03K
2015-10-26,0,52.35,52.35,52.35,52.35,0.03K
2015-10-27,0,52.35,52.35,52.35,52.35,
2015-10-28,0,52.35,52.35,52.35,52.35,0.05K
2015-10-29,0,52.65,52.65,52.65,52.65,
2015-10-30,0,52.55,52.55,52.55,52.55,
2015-11-02,0,53.2,53.2,53.2,53.2,0.13K
2015-11-03,0,53.6,53.6,53.6,53.6,0.06K
2015-11-04,0,53.1,53.1,53.1,53.1,0.24K
2015-11-05,0,53.1,53.1,53.1,53.1,0.07K
2015-11-06,0,53.3,53.3,53.3,53.3,0.01K
2015-11-09,0,53.15,53.15,53.15,53.15,
2015-11-10,0,53.25,53.25,53.25,53.25,
2015-11-11,0,53.45,53.45,53.45,53.45,
2015-11-12,0,53.45,53.45,53.45,53.45,
2015-11-13,0,53.5,53.5,53.5,53.5,0.02K
2015-11-16,0,53.85,53.85,53.85,53.85,0.06K
2015-11-17,0,54.4,54.4,54.4,54.4,
2015-11-18,0,54.6,54.6,54.6,54.6,
2015-11-19,0,54.5,54.5,54.5,54.5,
2015-11-20,0,54.35,54.35,54.35,54.35,
2015-11-23,0,54.0,54.0,54.0,54.0,
2015-11-24,0,53.9,53.9,53.9,53.9,
2015-11-25,0,53.9,53.9,53.9,53.9,
2015-11-27,0,53.8,53.8,53.8,53.8,
2015-11-30,0,50.0,50.0,50.0,50.0,0.17K
2015-12-01,0,49.7,49.7,49.7,49.7,0.21K
2015-12-02,0,49.2,49.2,49.2,49.2,0.04K
2015-12-03,0,48.9,48.9,48.9,48.9,0.12K
2015-12-04,0,48.65,48.65,48.65,48.65,0.03K
2015-12-07,0,47.75,47.75,47.75,47.75,0.20K
2015-12-08,0,47.4,47.4,47.4,47.4,0.19K
2015-12-09,0,47.45,47.45,47.45,47.45,0.16K
2015-12-10,0,47.4,47.4,47.4,47.4,0.14K
2015-12-11,0,47.4,47.4,47.4,47.4,0.01K
2015-12-14,0,47.65,47.65,47.65,47.65,0.02K
2015-12-15,0,47.8,47.8,47.8,47.8,
2015-12-16,0,47.8,47.8,47.8,47.8,0.07K
2015-12-17,0,47.75,47.75,47.75,47.75,0.05K
2015-12-18,0,47.75,47.75,47.75,47.75,
2015-12-21,0,47.7,47.7,47.7,47.7,
2015-12-22,0,47.75,47.75,47.75,47.75,
2015-12-23,0,47.8,47.8,47.8,47.8,
2015-12-24,0,47.85,47.85,47.85,47.85,
2015-12-28,0,48.1,48.1,48.1,48.1,
2015-12-29,0,48.1,48.1,48.1,48.1,
2015-12-30,0,48.1,48.1,48.1,48.1,
2015-12-31,0,48.1,48.1,48.1,48.1,
2016-01-04,0,47.75,47.75,47.75,47.75,0.33K
2016-01-05,0,47.75,47.75,47.75,47.75,0.39K
2016-01-06,0,48.4,48.4,48.4,48.4,0.36K
2016-01-07,0,48.5,48.5,48.5,48.5,0.40K
2016-01-08,0,47.2,47.2,47.2,47.2,0.41K
2016-01-11,0,46.7,46.7,46.7,46.7,0.28K
2016-01-12,0,46.2,46.2,46.2,46.2,0.29K
2016-01-13,0,45.85,45.85,45.85,45.85,0.30K
2016-01-14,0,45.85,45.85,45.85,45.85,0.19K
2016-01-15,0,45.4,45.4,45.4,45.4,0.05K
2016-01-19,0,45.55,45.55,45.55,45.55,0.09K
2016-01-20,0,45.5,45.5,45.5,45.5,
2016-01-21,0,45.75,45.75,45.75,45.75,0.12K
2016-01-22,0,45.85,45.85,45.85,45.85,
2016-01-25,0,45.6,45.6,45.6,45.6,
2016-01-26,0,45.7,45.7,45.7,45.7,0.02K
2016-01-27,0,45.7,45.7,45.7,45.7,
2016-01-28,0,45.8,45.8,45.8,45.8,0.01K
2016-01-29,0,45.75,45.75,45.75,45.75,
2016-02-01,0,44.3,44.3,44.3,44.3,0.05K
2016-02-02,0,45.0,45.0,45.0,45.0,0.14K
2016-02-03,0,45.2,45.2,45.2,45.2,0.29K
2016-02-04,0,44.5,44.5,44.5,44.5,0.14K
2016-02-05,0,44.2,44.2,44.2,44.2,0.06K
2016-02-08,0,44.15,44.15,44.15,44.15,
2016-02-09,0,43.7,43.7,43.7,43.7,0.11K
2016-02-10,0,43.65,43.65,43.65,43.65,0.11K
2016-02-11,0,43.6,43.6,43.6,43.6,
2016-02-12,0,43.55,43.55,43.55,43.55,
2016-02-16,0,43.4,43.4,43.4,43.4,0.05K
2016-02-17,0,43.55,43.55,43.55,43.55,0.01K
2016-02-18,0,43.45,43.45,43.45,43.45,
2016-02-19,0,43.45,43.45,43.45,43.45,
2016-02-22,0,43.5,43.5,43.5,43.5,0.01K
2016-02-23,0,44.0,44.0,44.0,44.0,0.01K
2016-02-24,0,43.8,43.8,43.8,43.8,
2016-02-25,0,43.8,43.8,43.8,43.8,
2016-02-29,0,44.3,44.3,44.3,44.3,0.19K
2016-03-01,0,44.8,44.8,44.8,44.8,0.15K
2016-03-02,0,44.75,44.75,44.75,44.75,0.04K
2016-03-03,0,46.0,46.0,46.0,46.0,0.25K
2016-03-04,0,46.35,46.35,46.35,46.35,0.24K
2016-03-07,0,46.65,46.65,46.65,46.65,0.06K
2016-03-08,0,46.3,46.3,46.3,46.3,
2016-03-09,0,46.5,46.5,46.5,46.5,0.18K
2016-03-10,0,46.5,46.5,46.5,46.5,
2016-03-11,0,46.4,46.4,46.4,46.4,0.08K
2016-03-14,0,45.9,45.9,45.9,45.9,0.20K
2016-03-15,0,45.85,45.85,45.85,45.85,0.05K
2016-03-16,0,45.95,45.95,45.95,45.95,0.02K
2016-03-17,0,46.4,46.4,46.4,46.4,
2016-03-18,0,46.6,46.6,46.6,46.6,
2016-03-21,0,46.55,46.55,46.55,46.55,
2016-03-22,0,46.5,46.5,46.5,46.5,0.02K
2016-03-23,0,46.25,46.25,46.25,46.25,
2016-03-24,0,46.2,46.2,46.2,46.2,
2016-03-28,0,44.55,44.55,44.55,44.55,
2016-03-29,0,44.45,44.45,44.45,44.45,0.11K
2016-03-30,0,44.6,44.6,44.6,44.6,0.36K
2016-03-31,0,45.0,45.0,45.0,45.0,0.27K
2016-04-01,0,44.9,44.9,44.9,44.9,0.28K
2016-04-04,0,44.65,44.65,44.65,44.65,0.13K
2016-04-05,0,44.7,44.7,44.7,44.7,0.41K
2016-04-06,0,44.45,44.45,44.45,44.45,0.17K
2016-04-07,0,44.05,44.05,44.05,44.05,0.25K
2016-04-08,0,44.75,44.75,44.75,44.75,0.16K
2016-04-11,0,44.95,44.95,44.95,44.95,0.01K
2016-04-12,0,44.85,44.85,44.85,44.85,0.15K
2016-04-13,0,44.85,44.85,44.85,44.85,0.09K
2016-04-14,0,45.6,45.6,45.6,45.6,0.21K
2016-04-15,0,45.7,45.7,45.7,45.7,0.07K
2016-04-18,0,46.05,46.05,46.05,46.05,0.05K
2016-04-19,0,46.05,46.05,46.05,46.05,0.11K
2016-04-20,0,45.7,45.7,45.7,45.7,0.28K
2016-04-21,0,45.6,45.6,45.6,45.6,0.02K
2016-04-22,0,45.65,45.65,45.65,45.65,0.01K
2016-04-25,0,45.65,45.65,45.65,45.65,
2016-04-26,0,45.65,45.65,45.65,45.65,
2016-04-27,0,45.75,45.75,45.75,45.75,
2016-04-28,0,45.8,45.8,45.8,45.8,
2016-04-29,0,45.75,45.75,45.75,45.75,
2016-05-02,0,45.8,45.8,45.8,45.8,
2016-05-03,0,45.5,45.5,45.5,45.5,0.30K
2016-05-04,0,45.85,45.85,45.85,45.85,0.33K
2016-05-05,0,46.4,46.4,46.4,46.4,0.22K
2016-05-06,0,47.35,47.35,47.35,47.35,0.08K
2016-05-09,0,47.2,47.2,47.2,47.2,0.15K
2016-05-10,0,47.4,47.4,47.4,47.4,0.01K
2016-05-11,0,47.85,47.85,47.85,47.85,0.07K
2016-05-12,0,47.9,47.9,47.9,47.9,0.01K
2016-05-13,0,47.9,47.9,47.9,47.9,0.01K
2016-05-16,0,48.2,48.2,48.2,48.2,
2016-05-17,0,48.25,48.25,48.25,48.25,
2016-05-18,0,47.95,47.95,47.95,47.95,0.01K
2016-05-19,0,47.9,47.9,47.9,47.9,
2016-05-20,0,47.9,47.9,47.9,47.9,0.01K
2016-05-23,0,47.8,47.8,47.8,47.8,
2016-05-24,0,47.95,47.95,47.95,47.95,0.01K
2016-05-25,0,48.05,48.05,48.05,48.05,
2016-05-26,0,48.2,48.2,48.2,48.2,0.03K
2016-05-31,0,51.15,51.15,51.15,51.15,0.17K
2016-06-01,0,50.75,50.75,50.75,50.75,0.25K
2016-06-02,0,51.05,51.05,51.05,51.05,0.05K
2016-06-03,0,51.7,51.7,51.7,51.7,0.22K
2016-06-06,0,52.8,52.8,52.8,52.8,0.16K
2016-06-07,0,52.0,52.0,52.0,52.0,0.02K
2016-06-08,0,51.0,51.0,51.0,51.0,0.22K
2016-06-09,0,50.75,50.75,50.75,50.75,0.09K
2016-06-10,0,50.55,50.55,50.55,50.55,
2016-06-13,0,50.4,50.4,50.4,50.4,
2016-06-14,0,50.4,50.4,50.4,50.4,
2016-06-15,0,50.5,50.5,50.5,50.5,0.01K
2016-06-16,0,50.7,50.7,50.7,50.7,0.02K
2016-06-17,0,50.9,50.9,50.9,50.9,
2016-06-20,0,51.3,51.3,51.3,51.3,
2016-06-21,0,51.2,51.2,51.2,51.2,
2016-06-22,0,51.3,51.3,51.3,51.3,
2016-06-23,0,51.3,51.3,51.3,51.3,
2016-06-24,0,51.55,51.55,51.55,51.55,
2016-06-27,0,53.0,53.0,53.0,53.0,0.33K
2016-06-28,0,53.45,53.45,53.45,53.45,0.08K
2016-06-29,0,53.75,53.75,53.75,53.75,0.44K
2016-06-30,0,55.0,55.0,55.0,55.0,0.21K
2016-07-01,0,56.4,56.4,56.4,56.4,0.21K
2016-07-05,0,56.75,56.75,56.75,56.75,0.35K
2016-07-06,0,56.55,56.55,56.55,56.55,0.27K
2016-07-07,0,57.15,57.15,57.15,57.15,0.16K
2016-07-08,0,56.5,56.5,56.5,56.5,0.02K
2016-07-11,0,56.35,56.35,56.35,56.35,0.03K
2016-07-12,0,57.8,57.8,57.8,57.8,0.07K
2016-07-13,0,58.35,58.35,58.35,58.35,0.07K
2016-07-14,0,58.1,58.1,58.1,58.1,0.04K
2016-07-15,0,58.0,58.0,58.0,58.0,0.18K
2016-07-18,0,58.0,58.0,58.0,58.0,0.01K
2016-07-19,0,57.3,57.3,57.3,57.3,
2016-07-20,0,57.15,57.15,57.15,57.15,0.01K
2016-07-21,0,57.05,57.05,57.05,57.05,
2016-07-22,0,56.8,56.8,56.8,56.8,
2016-07-25,0,57.0,57.0,57.0,57.0,
2016-07-26,0,57.2,57.2,57.2,57.2,
2016-07-27,0,57.2,57.2,57.2,57.2,0.01K
2016-07-28,0,57.15,57.15,57.15,57.15,
2016-07-29,0,57.05,57.05,57.05,57.05,
2016-08-01,0,61.85,61.85,61.85,61.85,0.10K
2016-08-02,0,61.65,61.65,61.65,61.65,0.31K
2016-08-03,0,61.2,61.2,61.2,61.2,0.09K
2016-08-04,0,59.3,59.3,59.3,59.3,0.23K
2016-08-05,0,57.75,57.75,57.75,57.75,0.11K
2016-08-08,0,60.1,60.1,60.1,60.1,0.01K
2016-08-09,0,60.9,60.9,60.9,60.9,0.04K
2016-08-10,0,60.0,60.0,60.0,60.0,0.15K
2016-08-11,0,60.75,60.75,60.75,60.75,0.17K
2016-08-12,0,61.45,61.45,61.45,61.45,0.06K
2016-08-15,0,61.35,61.35,61.35,61.35,0.13K
2016-08-16,0,61.0,61.0,61.0,61.0,0.01K
2016-08-17,0,61.15,61.15,61.15,61.15,0.02K
2016-08-18,0,60.75,60.75,60.75,60.75,0.01K
2016-08-19,0,60.1,60.1,60.1,60.1,0.04K
2016-08-22,0,60.4,60.4,60.4,60.4,
2016-08-23,0,60.35,60.35,60.35,60.35,
2016-08-24,0,60.25,60.25,60.25,60.25,
2016-08-25,0,60.25,60.25,60.25,60.25,
2016-08-26,0,60.25,60.25,60.25,60.25,
2016-08-29,0,59.95,59.95,59.95,59.95,
2016-08-30,0,61.1,61.1,61.1,61.1,0.11K
2016-08-31,0,61.4,61.4,61.4,61.4,0.11K
2016-09-01,0,61.3,61.3,61.3,61.3,0.13K
2016-09-02,0,61.85,61.85,61.85,61.85,0.21K
2016-09-06,0,61.75,61.75,61.75,61.75,0.19K
2016-09-07,0,60.5,60.5,60.5,60.5,0.20K
2016-09-08,0,60.0,60.0,60.0,60.0,0.07K
2016-09-09,0,60.1,60.1,60.1,60.1,0.03K
2016-09-12,0,60.15,60.15,60.15,60.15,0.10K
2016-09-13,0,60.25,60.25,60.25,60.25,0.07K
2016-09-14,0,60.5,60.5,60.5,60.5,0.04K
2016-09-15,0,60.9,60.9,60.9,60.9,0.01K
2016-09-16,0,61.15,61.15,61.15,61.15,0.05K
2016-09-19,0,61.5,61.5,61.5,61.5,0.08K
2016-09-20,0,61.5,61.5,61.5,61.5,0.01K
2016-09-21,0,61.95,61.95,61.95,61.95,
2016-09-22,0,61.95,61.95,61.95,61.95,0.03K
2016-09-23,0,62.4,62.4,62.4,62.4,0.01K
2016-09-26,0,62.5,62.5,62.5,62.5,
2016-09-27,0,62.4,62.4,62.4,62.4,
2016-09-28,0,62.8,62.8,62.8,62.8,
2016-09-29,0,62.9,62.9,62.9,62.9,
2016-09-30,0,62.85,62.85,62.85,62.85,
2016-10-03,0,74.6,74.6,74.6,74.6,0.26K
2016-10-04,0,75.5,75.5,75.5,75.5,0.46K
2016-10-05,0,75.75,75.75,75.75,75.75,0.74K
2016-10-06,0,77.25,77.25,77.25,77.25,1.25K
2016-10-07,0,76.7,76.7,76.7,76.7,0.52K
2016-10-10,0,75.75,75.75,75.75,75.75,0.19K
2016-10-11,0,74.1,74.1,74.1,74.1,0.27K
2016-10-12,0,74.9,74.9,74.9,74.9,0.13K
2016-10-13,0,74.7,74.7,74.7,74.7,0.11K
2016-10-14,0,75.7,75.7,75.7,75.7,0.17K
2016-10-17,0,77.25,77.25,77.25,77.25,0.09K
2016-10-18,0,80.05,80.05,80.05,80.05,0.14K
2016-10-19,0,78.25,78.25,78.25,78.25,0.17K
2016-10-20,0,78.35,78.35,78.35,78.35,0.01K
2016-10-21,0,79.45,79.45,79.45,79.45,
2016-10-24,0,79.1,79.1,79.1,79.1,
2016-10-25,0,79.2,79.2,79.2,79.2,
2016-10-26,0,79.25,79.25,79.25,79.25,
2016-10-27,0,79.3,79.3,79.3,79.3,
2016-10-31,0,84.4,84.4,84.4,84.4,0.01K
2016-11-01,0,86.05,86.05,86.05,86.05,0.08K
2016-11-02,0,84.95,84.95,84.95,84.95,0.06K
2016-11-03,0,85.95,85.95,85.95,85.95,0.11K
2016-11-04,0,87.05,87.05,87.05,87.05,0.05K
2016-11-07,0,87.75,87.75,87.75,87.75,0.01K
2016-11-08,0,87.1,87.1,87.1,87.1,0.09K
2016-11-09,0,89.55,89.55,89.55,89.55,0.05K
2016-11-10,0,89.2,89.2,89.2,89.2,0.13K
2016-11-11,0,89.3,89.3,89.3,89.3,
2016-11-14,0,88.65,88.65,88.65,88.65,0.01K
2016-11-15,0,88.25,88.25,88.25,88.25,0.01K
2016-11-16,0,86.4,86.4,86.4,86.4,0.07K
2016-11-17,0,86.7,86.7,86.7,86.7,0.03K
2016-11-18,0,86.5,86.5,86.5,86.5,
2016-11-21,0,86.8,86.8,86.8,86.8,0.02K
2016-11-22,0,86.7,86.7,86.7,86.7,0.01K
2016-11-23,0,86.35,86.35,86.35,86.35,0.01K
2016-11-25,0,86.8,86.8,86.8,86.8,0.01K
2016-11-28,0,84.6,84.6,84.6,84.6,0.08K
2016-11-29,0,84.65,84.65,84.65,84.65,0.18K
